# CMLP_02.dat
100 15 100 125
95.993 290.696
 88.646   82.315  10
420.918  359.516  3
 95.729  376.120  3
147.611  201.672  8
173.330  487.310  12
 14.225  345.799  10
281.897   65.099  4
203.755  467.813  5
237.154  159.382  3
407.048  425.515  9
430.620  360.728  3
 67.067   17.830  7
292.828   49.769  7
307.686  293.178  8
218.239   10.177  12
450.685   52.925  7
143.321  339.721  3
461.327  451.278  3
  5.398    4.941  9
151.081  495.193  9
471.150  201.090  10
292.458  250.262  3
 53.372  397.466  8
132.250  468.517  4
208.096  351.280  7
356.649  251.726  4
197.405  178.772  8
198.959  465.504  3
300.541   13.129  3
490.687   31.562  7
486.070   49.559  7
432.609  142.199  12
298.353  379.963  10
384.360  255.036  3
496.589   87.012  4
154.964  460.392  5
 56.769  244.089  5
367.996  461.440  9
209.398  269.647  6
122.407  292.225  6
254.574  187.741  3
251.751  130.454  7
490.946  147.763  4
  9.291  153.734  4
467.811  190.908  3
406.538  337.894  5
335.730  255.616  6
322.391  166.203  10
364.776  383.172  11
302.664  433.492  12
265.709   70.873  5
355.001  306.751  9
460.984   98.345  8
334.417  303.186  3
401.568  386.792  3
156.002  380.203  8
262.906  205.917  9
174.350   72.415  5
227.335  493.922  5
415.702  310.328  7
463.171   53.839  7
113.535   36.500  4
 21.418   21.123  3
154.100   80.379  7
165.420   59.519  7
412.335   68.786  3
317.493   31.786  4
 73.425  399.780  4
 93.633  254.193  5
390.302   38.486  10
 85.456  279.992  10
403.839  183.764  9
163.997  344.602  9
112.945  492.814  3
391.432  365.146  7
112.825  396.207  7
449.651  489.553  3
 99.787  374.457  7
138.750  159.867  5
379.836  133.224  9
 44.426  426.593  9
475.477   16.582  4
 76.564  292.931  3
187.341  416.456  3
326.890   55.424  12
 61.441  289.913  10
136.484  185.746  5
246.506   93.342  5
139.906  452.704  8
239.844  427.225  7
174.637  348.863  7
211.667   63.641  3
368.817  201.219  5
374.272  448.888  10
493.900  265.338  9
344.084  474.439  5
 15.349   71.234  8
333.572  288.928  7
 61.104  253.260  12
338.306  290.489  9
373.891  230.065
 13.626   13.482
315.817  370.230
130.437  124.893
326.797  481.790
280.202  428.720
 39.673  284.124
124.586  244.477
364.440   20.296
207.062  196.256
458.013  175.171
311.236  116.676
 79.348  131.250
454.809  260.904
489.267    6.974
