# CMLP_80.dat
500 30 125 125
150.241 442.788
113.988  351.121  1
155.186  454.701  1
196.884  473.220  1
447.100   42.367  1
 78.080  484.480  1
 54.764   53.570  1
116.195  395.827  1
454.570  258.085  1
471.976  352.490  1
 83.321  132.678  1
 24.632  369.073  1
183.136  448.450  1
121.559  343.539  1
490.412   60.462  1
294.039  313.994  1
351.017  479.678  1
217.749    4.088  1
300.406  189.925  1
117.238  142.933  1
184.904  173.835  1
457.168  407.382  1
140.852  441.868  1
329.149  158.012  1
172.969  410.317  1
142.118  446.934  1
 78.596  257.600  1
138.594   10.161  1
 23.028  382.607  1
 14.530   77.079  1
166.908  136.685  1
 85.740  134.004  1
173.073   77.875  1
417.574  269.293  1
477.172  424.576  1
122.262   36.742  1
 92.224    1.352  1
 59.954  164.315  1
175.515   75.502  1
474.896  314.981  1
218.356  314.610  1
386.745  207.847  1
370.304    5.117  1
191.050  186.214  1
377.376  240.916  1
355.364  380.745  1
288.585  277.592  1
413.727  480.645  1
242.191  266.256  1
 25.826  176.044  1
374.707  262.850  1
497.535  203.392  1
 52.211  449.709  1
230.681  258.239  1
480.864  480.787  1
142.327  202.508  1
239.441  133.819  1
121.220  398.298  1
122.719   38.706  1
353.638  487.872  1
295.256   56.116  1
 10.797  396.266  1
119.536  366.500  1
334.599  354.749  1
245.050  285.472  1
135.062  172.165  1
349.824  116.753  1
192.187   38.699  1
 25.255   69.852  1
 93.307  190.355  1
132.600  379.849  1
  6.522  173.055  1
 95.413  202.088  1
182.469  190.350  1
 99.884  377.521  1
269.601   40.028  1
397.881  145.188  1
 50.634  187.623  1
450.281  152.334  1
276.116  478.264  1
245.833  282.049  1
484.460  393.790  1
472.509  410.930  1
 52.233  200.810  1
 70.537  291.062  1
 65.396  310.300  1
354.569  349.267  1
188.688  283.229  1
193.369  492.489  1
  4.318  380.050  1
171.957  458.876  1
217.625  455.280  1
284.611  481.152  1
  8.945  132.897  1
197.783  171.425  1
209.075   51.867  1
265.336  405.092  1
163.179  204.000  1
 58.492  383.710  1
465.545  443.621  1
298.248  241.035  1
216.711   14.099  1
 69.360  324.494  1
317.437  463.832  1
336.083  306.251  1
 64.549  408.520  1
358.028   65.739  1
105.813  306.786  1
123.768  174.292  1
312.041  436.848  1
 13.096  139.088  1
219.642  108.019  1
347.364  468.546  1
 18.379  154.727  1
113.813  265.632  1
393.067  282.546  1
420.798  395.183  1
164.303   58.241  1
304.924  425.571  1
227.836  349.830  1
156.539  224.763  1
428.810  217.364  1
363.110  286.650  1
402.825  486.183  1
215.411   66.150  1
256.345  424.278  1
259.981  398.421  1
 48.583  447.757  1
 95.325   89.892  1
462.382  274.734  1
243.134   97.993  1
470.826   28.108  1
142.887  270.703  1
291.109  486.539  1
185.255  377.111  1
282.159  192.651  1
 41.247  187.857  1
  7.345  426.613  1
177.348  237.610  1
398.263  327.678  1
297.081  328.706  1
388.387  309.757  1
247.413   13.218  1
375.424  460.539  1
134.481  372.255  1
218.714  440.847  1
290.651  275.205  1
162.181  310.266  1
123.850  309.891  1
223.527  487.094  1
275.827  220.646  1
239.706  385.691  1
274.124   78.241  1
  7.627  289.476  1
166.537  310.655  1
388.827  249.077  1
464.750  361.379  1
368.111  218.353  1
334.638  189.538  1
489.745   18.269  1
297.497  498.218  1
450.831  223.835  1
285.221  261.417  1
126.644  291.950  1
 71.851  318.409  1
227.934  292.131  1
 58.949  389.579  1
165.529  351.931  1
430.394  405.044  1
484.171  198.227  1
405.804   87.846  1
115.815  103.628  1
249.172  162.661  1
265.767  316.805  1
178.173  387.323  1
335.986  182.047  1
356.591   97.019  1
360.978    0.387  1
 47.310  182.818  1
 43.230   81.765  1
