32.60 47.51 40.50 43.94 36.47 35.57 38.43 39.42 15.85 38.73 36.73 39.12 37.39 24.78 15.71 39.51 34.13 43.33 39.74 23.56 36.64 18.33 45.04 37.11 47.51 37.20 19.63 39.65 43.33 34.65 49.50
38.04 47.00 45.28 46.85 44.01 38.82 44.01 41.60 27.55 43.99 45.80 43.73 46.82 39.17 19.48 47.00 44.15 47.00 41.10 24.37 46.66 25.42 44.63 39.41 47.00 39.63 31.58 44.81 46.88 42.30 47.00
21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00 21.00
138.81 108.20 100.02 125.08 95.86 128.37 63.00 49.00 127.64 94.90 76.58 137.74 141.25 123.53 143.32 90.19 92.27 61.58 61.58 75.52 111.21 90.97 89.95 66.97 110.53 114.50 124.39 49.21 106.22 144.71 144.78
108.16 104.71 98.25 108.16 100.02 107.62 63.00 49.00 108.16 95.85 81.72 107.10 108.16 108.16 108.16 96.97 100.30 63.00 63.00 81.72 106.33 89.29 88.29 77.10 104.76 108.12 108.15 54.80 105.98 108.16 108.16
49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00 49.00
69.37 109.73 92.88 42.35 69.65 84.92 72.51 99.61 42.35 100.03 79.56 70.97 79.44 99.87 102.30 118.88 95.77 102.53 108.18 86.64 92.34 110.18 65.36 103.62 99.14 112.86 9.48 104.76 20.05 104.02 120.00
110.59 120.00 97.98 65.00 107.90 119.53 96.40 114.04 65.00 118.94 80.00 87.65 116.30 108.24 112.31 119.86 120.00 120.00 120.00 116.31 115.40 120.00 85.10 110.85 109.04 120.00 65.22 114.77 46.00 117.59 120.00
46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00 46.00
130.54 84.00 137.33 130.05 80.81 105.38 59.54 146.99 123.65 97.72 78.36 142.78 75.79 83.75 77.95 117.25 96.37 111.03 107.25 139.12 80.90 100.56 78.27 130.54 137.33 132.24 51.94 113.10 116.84 113.91 151.15
116.42 100.15 116.43 116.43 79.07 106.01 61.89 116.43 108.26 102.08 86.32 116.43 73.81 85.56 94.89 108.04 96.42 107.27 110.86 116.43 96.61 107.04 86.47 113.26 113.93 115.60 50.48 113.43 103.76 108.45 116.43
52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00 52.00
89.01 140.92 119.01 138.97 138.33 75.90 157.77 88.10 140.57 123.19 95.35 125.26 122.11 145.20 99.53 118.37 138.93 138.66 144.08 103.81 124.44 143.53 105.42 144.11 137.48 74.95 119.86 132.76 66.19 92.89 170.35
92.04 133.33 131.71 132.05 131.37 76.64 136.76 84.28 135.38 126.59 115.73 123.79 121.66 135.27 112.27 123.97 131.01 133.11 134.44 109.13 118.38 136.53 112.90 135.64 128.40 79.26 127.75 127.52 69.99 100.78 136.76
84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00 84.00
183.94 246.55 119.61 222.99 155.42 205.67 98.75 167.21 168.70 141.00 169.85 118.31 152.77 196.80 207.39 220.18 190.20 141.75 224.19 195.26 106.67 188.94 135.99 158.36 127.30 212.65 124.75 215.99 203.32 176.97 246.55
177.65 186.06 121.00 180.61 157.92 185.86 92.06 167.42 169.61 141.00 172.58 111.14 164.45 183.48 184.85 179.42 179.48 155.93 181.49 176.42 108.06 183.59 136.00 158.66 133.75 183.41 132.68 183.92 177.12 175.84 186.06
99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00 99.00
187.17 144.43 141.76 135.76 193.00 123.68 167.24 184.51 165.14 177.98 133.63 192.67 150.20 197.65 148.87 124.18 166.46 151.50 87.41 103.00 184.17 147.98 179.32 200.66 166.31 231.19 154.80 117.05 204.29 224.90 232.59
167.43 153.80 146.61 135.09 180.93 128.44 171.91 180.16 172.50 171.64 153.83 171.56 154.16 175.08 157.28 131.10 161.20 148.44 93.17 102.84 177.32 155.98 183.20 181.05 173.15 182.01 158.67 131.20 180.92 182.85 183.20
