# CMLP_35.dat
500 15 100 125
138.386 177.213
 93.283  401.064  1
176.082  153.472  1
415.397  154.808  1
 74.128  413.365  1
498.724  468.158  1
374.155   71.840  1
476.144  332.075  1
135.814  442.038  1
 68.700  380.428  1
328.298   93.488  1
426.430  181.372  1
417.458  174.989  1
 40.290  425.572  1
 84.722   22.607  1
289.275  272.318  1
 14.353  315.703  1
165.756  371.770  1
298.015   94.507  1
140.675  111.273  1
241.424  233.512  1
487.823   52.280  1
415.840   66.202  1
339.535  400.231  1
455.201  274.542  1
373.105   82.559  1
145.864  124.090  1
 22.872  213.986  1
295.781  242.689  1
474.776  159.793  1
258.432  450.606  1
 75.872   20.821  1
146.331   63.662  1
474.357  266.088  1
282.783   40.126  1
154.055  335.017  1
295.105  321.533  1
460.245  365.074  1
351.157  339.221  1
405.702  493.189  1
 49.936  355.009  1
 73.972  360.471  1
311.058  417.435  1
460.294  190.916  1
226.901   65.910  1
 66.126  133.466  1
390.046  344.831  1
450.449   98.419  1
 92.315  455.572  1
198.318  357.280  1
476.503  301.986  1
488.342  381.428  1
335.519  411.388  1
366.388   57.260  1
279.294  286.627  1
 28.676  222.905  1
216.891  467.058  1
478.021  304.850  1
 16.539  125.478  1
223.929  214.173  1
442.677  402.611  1
 88.278  406.305  1
 18.037  493.365  1
359.658  466.089  1
388.983   46.556  1
 52.705  186.072  1
434.283  167.528  1
130.318   79.193  1
196.759  277.749  1
375.602   97.796  1
461.037  477.958  1
379.102  143.178  1
 92.667  258.453  1
457.223  234.632  1
 12.757  338.381  1
167.348  326.229  1
254.337  132.305  1
251.769  469.636  1
473.196  368.673  1
378.577  357.494  1
322.382  394.634  1
334.461  290.325  1
374.043  487.106  1
123.476   56.272  1
433.555   36.922  1
270.887  499.182  1
 84.128  169.680  1
 58.108  172.591  1
314.837  234.190  1
187.583  151.077  1
203.688  396.894  1
136.012  344.128  1
262.134  338.744  1
106.646    9.525  1
494.948  381.328  1
340.836  372.850  1
 74.319   23.032  1
482.813  488.151  1
149.253  257.369  1
 75.648  481.155  1
140.262  417.805  1
328.101  256.672  1
 72.107  298.845  1
 44.387  257.329  1
226.432  257.021  1
 92.813  152.218  1
399.930   82.741  1
403.975  244.695  1
439.703  223.614  1
448.426  425.595  1
379.421   38.771  1
188.369   61.865  1
182.018  271.209  1
326.423  119.972  1
218.050  214.886  1
179.056  499.019  1
177.523  234.508  1
219.753  376.766  1
 98.094  417.286  1
376.984  445.870  1
164.232  255.430  1
244.679  122.374  1
261.304  122.016  1
342.308  142.449  1
 24.154  217.451  1
