# CMLP_01.dat
100 15 100 125
492.82 150.594
120.009  419.643  3
140.960  340.021  6
481.096  475.272  10
 67.798    2.652  3
  2.686  254.634  8
115.535  314.853  3
235.479  138.137  12
115.006  407.770  4
452.703   22.518  7
409.846  402.420  4
 98.771  487.826  3
 14.234  409.219  11
457.882  395.240  3
407.382  141.525  4
322.282  324.277  4
379.255   15.172  12
464.516  114.711  10
316.766  185.831  7
210.725  443.573  8
365.315  491.548  3
320.518  372.488  4
384.834  462.887  12
389.174  488.921  3
 71.204  471.292  3
301.078  314.366  10
337.130   97.138  6
446.132  168.164  6
358.938  411.274  3
 65.715  123.270  3
261.896   94.936  12
 38.581  456.754  4
 22.963  133.102  5
339.827  440.803  5
401.725   32.372  10
219.773  285.470  3
484.273  174.467  8
175.332  252.010  7
433.068  168.926  10
349.622  327.544  11
 43.970  294.570  3
301.742   25.758  7
474.595   83.011  5
 63.494   58.694  6
286.383  262.207  4
452.361  398.506  3
157.619   88.359  10
128.017  415.281  3
311.811  386.577  4
184.065   32.570  5
279.485   51.086  6
331.008  202.955  9
167.440  335.187  9
  6.408  471.196  3
482.322  165.097  3
284.928  346.285  5
127.384  167.897  8
385.824  486.710  8
349.558   39.491  7
 72.041   42.869  7
115.713  213.234  7
192.139  194.485  3
184.634  211.943  10
453.814  199.574  11
415.874  304.742  3
 63.644  136.497  4
237.048  104.202  8
296.866   31.776  5
110.128  206.003  3
398.890  249.404  8
177.887   31.200  9
156.803  217.298  3
 12.712  316.234  8
  7.738  149.877  7
122.563   76.810  3
256.319   69.570  3
472.344  213.324  4
375.541  239.350  10
 13.577   16.898  5
338.916  251.230  11
306.286   92.359  6
127.139  496.307  3
159.002  386.962  3
362.888  355.845  12
363.229  436.728  12
232.527  481.501  7
126.593   17.390  3
490.466  192.975  3
 18.574  300.755  8
203.303   48.946  5
 38.090   82.629  5
192.031  112.615  4
162.832  206.468  3
139.627   21.423  3
499.499  453.653  12
 62.413  333.503  10
289.168  124.888  9
 66.067   88.373  3
131.803  481.527  3
201.377  346.918  4
201.553  101.194  9
423.521  135.368
148.300   72.142
164.641  422.169
252.687   50.180
129.868   28.985
179.511  479.519
491.474  260.238
447.710  184.227
441.663  251.721
446.393  102.965
307.192  136.020
 22.063  304.750
419.863  391.807
 82.915  365.996
291.398  292.443
